# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa)
1672875331.85179400,-411.47715106,-185.15652304,20.13318575,0.02409829,-1.47466519,0.00856084,0.07369256,0.09520434,0.00915415,72.66482233,73.22411340,72.16205594,72.29723150,-0.35041519,15.43735715,0.00000000
1672875331.89179397,-411.39697288,-185.96879257,20.12573611,0.02529378,-1.47192722,0.00892701,0.07271867,0.09069406,-0.00641025,73.30349176,73.09999847,72.40000153,72.50174560,-0.35093018,15.91127349,0.00000000
1672875331.93179393,-411.31266637,-186.76277264,20.13770705,0.02559447,-1.46816002,0.00867060,0.07439246,0.09422936,0.00914615,73.00000000,73.40704809,72.13254807,72.16275047,-0.35079672,15.67551816,0.00000000
1672875331.97179389,-411.22415874,-187.56406885,20.12667818,0.01957943,-1.46240520,0.00903644,0.08112308,0.08904834,0.00000000,73.47176267,73.78705006,72.09999847,72.63057477,-0.35061907,15.49326984,0.00000000
1672875332.01179385,-411.13436699,-188.36507749,20.14196016,0.02013217,-1.45900555,0.00903644,0.08084322,0.09380060,0.00000000,72.96529053,73.63305547,73.03636957,72.53554207,-0.35046111,15.88085650,0.00000000
1672875332.05179381,-411.07197956,-188.91483505,20.12190897,0.02049816,-1.45662458,0.00903644,0.07771099,0.08383118,0.00000000,72.96237402,73.86720502,72.03119006,72.02958112,-0.35031006,15.58608816,0.00000000
1672875332.09179378,-410.97039252,-189.78238233,20.12896310,0.02164499,-1.45348006,0.00903644,0.07705071,0.08526604,-0.00274116,72.82038260,73.52037955,72.74075760,72.85924088,-0.35079450,15.53202106,0.00000000
1672875332.13179374,-410.86901589,-190.62226034,20.14555473,0.02451646,-1.45087803,0.00892680,0.07500844,0.09033143,-0.00640855,72.56425160,73.12126598,72.57873860,72.67149739,-0.35067475,15.50369860,0.00000000
1672875332.17179370,-410.76601067,-191.45510980,20.12382522,0.02622216,-1.44798540,0.00867045,0.07394204,0.08006161,-0.00274035,73.17150975,73.23056485,71.99585137,72.09377428,-0.35052359,15.40507018,0.00000000
1672875332.21179366,-410.66480567,-192.25117446,20.13227537,0.02619185,-1.44464769,0.00856084,0.07424302,0.08222271,0.00914785,72.90000153,73.33744287,72.79845687,72.76409667,-0.35037602,15.53576254,0.00000000
1672875332.25179362,-410.56191826,-193.01939806,20.13595848,0.02283665,-1.43992339,0.00892675,0.07797182,0.08278055,-0.00914785,73.43396102,73.26792105,72.40376162,72.23771906,-0.35023694,15.39303355,0.00000000
1672875332.29179358,-410.44625059,-193.85681561,20.11372924,0.02343300,-1.43578366,0.00856084,0.07987249,0.07285432,0.00000000,72.76491071,73.53298194,72.43193083,72.06175325,-0.35069658,15.64281972,0.00000000
1672875332.33179355,-410.33110020,-194.66586968,20.12510602,0.02250112,-1.43134694,0.00856084,0.08243553,0.07657916,-0.00274401,72.89733018,73.80000305,72.23303576,72.40088859,-0.35059991,15.29288325,0.00000000
1672875332.37179351,-410.21457602,-195.47071857,20.11349301,0.02139273,-1.42722809,0.00845108,0.08394802,0.07097752,-0.00914604,72.80000305,73.53262588,71.99363483,72.39575720,-0.35045218,15.58049752,0.00000000
1672875332.41179347,-410.09721859,-196.26400747,20.11904599,0.02150786,-1.42358230,0.00808524,0.08405686,0.07220157,-0.02378011,72.50000000,73.13034699,72.96875720,72.70089886,-0.35030469,15.46795949,0.00000000
1672875332.45179343,-409.98154558,-197.02728106,20.11007208,0.02158231,-1.42013636,0.00713403,0.08367754,0.06752594,-0.00273476,73.13476275,73.23219122,72.50000000,72.46695244,-0.35016352,15.62024093,0.00000000
1672875332.49179339,-409.85676931,-197.84282228,20.11840313,0.02426338,-1.41754683,0.00702464,0.08122728,0.06967540,0.00273476,73.10129502,73.30388766,72.90259210,72.66969200,-0.35058130,15.77922711,0.00000000
1672875332.53179336,-409.74068209,-198.57838452,20.11424430,0.02401002,-1.41404904,0.00713403,0.08137308,0.06705077,0.00000000,73.36695650,73.26781890,72.09913760,72.09999847,-0.35049084,15.44444311,0.00000000
1672875332.57179332,-409.60807623,-199.39858210,20.11497351,0.02165999,-1.40980846,0.00713403,0.08350737,0.06672286,0.00000000,72.89587236,73.53264507,72.33883541,72.33883541,-0.35035725,15.43325475,0.00000000
1672875332.61179328,-409.48059462,-200.17570214,20.10226588,0.02355339,-1.40718303,0.00713403,0.08104329,0.06046573,0.00000000,72.85884000,73.57057865,72.32648543,72.59413144,-0.35022003,15.54480037,0.00000000
1672875332.65179324,-409.34692239,-200.96988572,20.10448502,0.02371310,-1.40378443,0.00713403,0.08100555,0.06055103,-0.00273540,72.63298913,73.46598285,72.43299219,72.30102703,-0.35009195,15.63261431,0.00000000
1672875332.69179320,-409.21061131,-201.77690695,20.10334438,0.02395898,-1.40101484,0.00702462,0.07938383,0.05912573,0.00273540,72.40000153,73.69999695,72.19999695,72.19999695,-0.35048902,15.74715345,0.00000000
1672875332.73179317,-409.07340280,-202.56055898,20.10356561,0.02593548,-1.39819398,0.00713403,0.07793387,0.05823802,0.00274007,73.12819594,73.04317266,72.32863684,72.07136468,-0.35040493,15.53145954,0.00000000
1672875332.77179313,-408.93331264,-203.34925991,20.10618983,0.02201784,-1.39392398,0.00724364,0.08039620,0.05875453,0.00272723,72.96809830,73.13620117,72.40107424,72.56809929,-0.35027673,15.56003874,0.00000000
1672875332.81179309,-408.79005905,-204.13653171,20.09487971,0.02244257,-1.39059125,0.00735273,0.07995735,0.05330944,0.00642276,73.26738787,73.16954977,72.10215885,71.99783962,-0.35015175,15.78585982,0.00000000
1672875332.85179305,-408.65165073,-204.89299502,20.08331044,0.02303284,-1.38805986,0.00760964,0.07747464,0.04757060,-0.00915256,72.86514561,73.43303075,71.99818094,72.16332960,-0.35002992,15.85927302,0.00000000
1672875332.89179301,-408.50232536,-205.69496074,20.09355623,0.02507329,-1.38568789,0.00724353,0.07475260,0.05063390,0.00915256,72.76043127,73.46978284,72.63723413,72.47446521,-0.35040361,15.84994411,0.00000000
1672875332.93179297,-408.35361362,-206.47746898,20.09180133,0.02633968,-1.38295756,0.00760964,0.07310740,0.04895804,0.00273620,72.73246618,73.43246828,72.67792566,72.12727131,-0.35031791,15.97881336,0.00000000
1672875332.97179294,-408.19814146,-207.27394793,20.08658858,0.02633572,-1.37945025,0.00771908,0.07372237,0.04614469,-0.00273620,72.30000305,73.59999847,72.19899275,72.33400450,-0.35020255,15.66639847,0.00000000
1672875333.01179290,-408.04243846,-208.06280267,20.09685492,0.02666504,-1.37623920,0.00760964,0.07354560,0.04952265,0.02378011,72.93709142,72.96291011,72.16741603,72.13032614,-0.35008516,15.77129515,0.00000000
1672875333.05179286,-407.92596654,-208.63908483,20.07206280,0.02304900,-1.37259306,0.00856084,0.07450907,0.03888490,-0.01189006,73.00108930,72.59999847,72.19891017,72.43188195,-0.34997686,15.60615416,0.00000000
1672875333.09179282,-407.75336775,-209.48741568,20.08785193,0.02210054,-1.36913769,0.00808524,0.07500479,0.04477045,0.00000000,73.23500421,73.07000422,72.80250450,72.60751293,-0.35033303,16.08127080,0.00000000
1672875333.13179278,-407.58359503,-210.31233631,20.08128174,0.02383482,-1.36674508,0.00808524,0.07284769,0.04133914,0.00000000,72.66520443,73.40000153,72.43304191,72.23216253,-0.35024125,15.91060738,0.00000000
1672875333.17179275,-407.41036492,-211.13472884,20.07849818,0.02438306,-1.36378733,0.00808524,0.07248490,0.03969667,0.02105213,72.72974556,73.43589378,72.29846076,72.13589836,-0.35012891,15.97647997,0.00000000
1672875333.21179271,-407.24286126,-211.91828181,20.08827832,0.02382294,-1.36050612,0.00892732,0.07312915,0.04325793,-0.01557038,72.53279259,73.33279564,72.57207061,72.23927497,-0.35002166,16.04823878,0.00000000
1672875333.25179267,-407.07654779,-212.67442723,20.06180128,0.01881925,-1.35575567,0.00830451,0.07741053,0.03260491,-0.00000170,72.50100034,73.50000000,71.96199884,72.29699943,-0.34992145,16.02478156,0.00000000
1672875333.29179263,-406.89674618,-213.47915439,20.07024728,0.01524532,-1.35124233,0.00830444,0.08067009,0.03601627,0.00641001,73.00284748,72.96429469,72.46571718,72.43285935,-0.35025761,16.07030535,0.00000000
1672875333.33179259,-406.72326063,-214.24845857,20.06124055,0.01603127,-1.34843819,0.00856084,0.07925263,0.03186289,0.00000000,72.90235794,72.50000000,71.86981141,71.93490695,-0.35017724,16.20616725,0.00000000
1672875333.37179255,-406.54132030,-215.04181495,20.06125112,0.01493633,-1.34488500,0.00856084,0.07991686,0.03164449,0.01189006,73.26716229,73.06864392,72.36567956,72.22987030,-0.35006825,16.32282503,0.00000000
1672875333.41179252,-406.36615758,-215.79811835,20.06172875,0.01406072,-1.34172499,0.00903644,0.07946287,0.03141483,-0.00915357,72.83001030,73.40000153,72.13748698,72.13001335,-0.34996284,15.94403428,0.00000000
1672875333.45179248,-406.18136206,-216.57963820,20.04687954,0.01406457,-1.33841413,0.00867030,0.07949787,0.02511471,0.00000209,72.50000000,73.46791746,71.89624053,72.09812179,-0.34986254,16.26518645,0.00000000
1672875333.49179244,-405.99071736,-217.38097300,20.05367806,0.01539876,-1.33582952,0.00867038,0.07770310,0.02740148,-0.01462864,72.59999847,73.30000305,72.47333238,72.43809451,-0.35017401,16.50563930,0.00000000
1672875333.53179240,-405.81192851,-218.11507115,20.05657604,0.01281825,-1.33194436,0.00808524,0.07945170,0.02847494,0.00273323,72.60182075,73.59999847,72.24001410,72.23637204,-0.35010445,16.39571940,0.00000000
1672875333.57179236,-405.61530044,-218.91172629,20.06465657,0.00955495,-1.32787737,0.00819457,0.08151894,0.03170293,0.01189644,72.93586005,72.86413537,72.63586463,72.26869029,-0.35000042,16.46152886,0.00000000
1672875333.61179233,-405.42577164,-219.66577991,20.05847436,0.01034874,-1.32486197,0.00867042,0.08047662,0.02871303,-0.00001952,72.90279578,72.92400926,71.72960328,71.76200387,-0.34990944,16.18416049,0.00000000
1672875333.65179229,-405.22781664,-220.44391289,20.05059810,0.01032620,-1.32147966,0.00866964,0.08056558,0.02523845,0.03020901,73.27102915,73.15653775,72.27102915,72.21308244,-0.34981497,16.33750503,0.00000000
1672875333.69179225,-405.02341029,-221.23499083,20.04685140,0.01073043,-1.31817942,0.00987800,0.08039278,0.02341059,-0.02103904,72.63125909,73.40000153,71.92970098,72.26251817,-0.35010637,16.46736229,0.00000000
1672875333.73179221,-404.82218602,-222.00049052,20.05842795,0.01070234,-1.31471669,0.00903644,0.08058518,0.02775414,0.00915438,72.16557367,73.46885059,72.36885211,72.26885364,-0.35004530,16.24302427,0.00000000
1672875333.77179217,-404.61234209,-222.78584733,20.05750619,0.01095049,-1.31107216,0.00940262,0.08115814,0.02709117,-0.01188762,72.46697156,73.33303149,72.30182684,72.23394365,-0.34995125,16.52705181,0.00000000
1672875333.81179214,-404.40425847,-223.55829246,20.05962780,0.01089918,-1.30756631,0.00892711,0.08121680,0.02753819,-0.00000486,72.33394501,73.53302700,71.90000153,71.86697453,-0.34985745,16.33675099,0.00000000
1672875333.85179210,-404.19905970,-224.30307376,20.04410436,0.00869518,-1.30319276,0.00892692,0.08329741,0.02113306,-0.00915195,72.90736992,72.89262795,72.16420962,72.02473595,-0.34976900,16.57307095,0.00000000
1672875333.89179206,-403.98195197,-225.08745214,20.05395956,0.01030948,-1.30011977,0.00856084,0.08188176,0.02457576,0.00933810,72.86966609,72.79100077,72.13483124,72.26966762,-0.35004391,16.54126976,0.00000000
1672875333.93179202,-403.76567232,-225.84851104,20.02981935,0.01149516,-1.29640770,0.00893436,0.08219069,0.01451492,0.00255196,73.19999695,72.97685481,71.74628733,71.74628733,-0.34998816,16.66563039,0.00000000
1672875333.97179198,-403.54374777,-226.62037180,20.05635484,0.00678655,-1.29119734,0.00903644,0.08652936,0.02547369,-0.00914984,72.56265776,73.03975208,72.33734376,72.16506246,-0.34990233,16.68111755,0.00000000
1672875334.01179194,-403.31972002,-227.39124088,20.06502701,0.00691850,-1.28749684,0.00867045,0.08643667,0.02862617,0.00641845,72.26553472,73.36892696,72.23954950,72.17062309,-0.34981392,16.48548564,0.00000000
1672875334.05179191,-403.16209118,-227.93371979,20.03557027,0.01136332,-1.28617063,0.00892719,0.08029279,0.01570131,-0.00274822,72.46698982,73.30000305,71.89806305,71.79709663,-0.34972971,16.31549273,0.00000000
1672875334.09179187,-402.91535002,-228.76937567,20.04317761,0.01260778,-1.28309759,0.00881726,0.07953607,0.01856931,-0.00641045,72.46796469,73.50000000,72.39902650,72.56894330,-0.34998546,16.71480133,0.00000000
1672875334.13179183,-402.67173401,-229.58002886,20.04057770,0.01356512,-1.27976840,0.00856084,0.07960825,0.01744240,0.00000000,73.00000000,72.76214243,72.14328379,71.97299640,-0.34992857,16.95710225,0.00000000
1672875334.17179179,-402.42855107,-230.38062417,20.03499952,0.01226379,-1.27598296,0.00856084,0.08104068,0.01534936,0.01462968,72.80106633,72.82978064,71.86382399,72.26382552,-0.34984418,16.84880447,0.00000000
1672875334.21179175,-402.19369641,-231.14531547,20.04701845,0.01216906,-1.27263362,0.00914603,0.08112278,0.02011405,0.01830435,72.76433457,73.06783218,72.33216423,72.09999847,-0.34976299,16.48962311,0.00000000
1672875334.25179172,-401.96681707,-231.88408997,20.04636736,0.01383901,-1.27046931,0.00987820,0.07844479,0.01952517,0.00273613,72.62960111,73.04080084,72.27319992,72.03519916,-0.34968656,16.81630347,0.00000000
1672875334.29179168,-401.71544368,-232.68079229,20.04883581,0.01412821,-1.26698545,0.00998765,0.07937086,0.02059479,-0.01189006,72.36596360,73.40105667,71.96596207,71.96701973,-0.34993001,16.66956654,0.00000000
1672875334.33179164,-401.47007288,-233.45012518,20.04720993,0.01483872,-1.26364865,0.00951204,0.07980721,0.01994560,0.00915360,72.46697230,73.19999695,72.60091386,72.53394308,-0.34987696,16.70726979,0.00000000
1672875334.37179160,-401.21895553,-234.22196883,20.05603181,0.01158394,-1.25862339,0.00987819,0.08462795,0.02396477,-0.02104366,72.43447675,73.50000000,72.37066460,72.33447578,-0.34978172,16.89135944,0.00000000
1672875334.41179156,-400.97712365,-234.95586688,20.05044897,0.00739080,-1.25353722,0.00903644,0.08922277,0.02212853,0.02104412,73.19999695,73.03203216,72.00000000,71.93300856,-0.34968971,16.71286586,0.00000000
1672875334.45179152,-400.72364306,-235.71920135,20.06529780,0.00750255,-1.24991546,0.00987821,0.08917474,0.02792841,-0.00915406,72.77010932,72.92472775,72.50258118,72.36752909,-0.34962601,16.64413195,0.00000000
1672875334.49179149,-400.46408512,-236.49258093,20.06105016,0.00841115,-1.24650861,0.00951204,0.08850518,0.02582298,0.00915366,72.66170578,73.10185879,72.16728423,71.96914510,-0.34985204,16.36711651,0.00000000
1672875334.53179145,-400.22513372,-237.19697719,20.04813625,0.00973786,-1.24341153,0.00987819,0.08697278,0.02013677,-0.01188566,72.73014237,73.20717685,71.92774939,71.99282010,-0.34981833,16.73780884,0.00000000
1672875334.57179141,-399.95962366,-237.96832427,20.05637001,0.00783603,-1.23913992,0.00940276,0.08856048,0.02334938,0.00546466,72.26594605,73.53512796,72.23189417,72.53297330,-0.34973518,16.79807421,0.00000000
1672875334.61179137,-399.70398738,-238.70425585,20.04652438,0.01073665,-1.23637651,0.00962135,0.08581030,0.01867554,-0.01462270,72.59999847,73.53274567,72.03098671,72.29647500,-0.34968376,16.66725774,0.00000000
1672875334.65179133,-399.43739119,-239.46288672,20.07084708,0.01105876,-1.23279923,0.00903644,0.08549744,0.02808365,-0.00933350,72.50537570,73.63153940,72.72150256,72.55841983,-0.34961194,16.76180694,0.00000000
1672875334.69179130,-399.16762754,-240.22127354,20.04364905,0.01027467,-1.22879948,0.00866310,0.08619362,0.01677819,0.01206649,73.27187078,73.40000153,71.75625935,71.53756494,-0.34981913,16.90148497,0.00000000
1672875334.73179126,-398.89983479,-240.96810701,20.05464847,0.01300777,-1.22606606,0.00914576,0.08349837,0.02055190,-0.00273300,72.86985495,73.02535833,72.35789702,72.69999695,-0.34977861,16.98101505,0.00000000
1672875334.77179122,-398.62436139,-241.72824861,20.06562811,0.01453288,-1.22289773,0.00903644,0.08218879,0.02440209,0.00914971,72.66385598,73.20105606,72.23719702,72.30421400,-0.34970812,16.77931761,0.00000000
1672875334.81179118,-398.34950574,-242.47716582,20.04993904,0.01447029,-1.21925011,0.00940243,0.08227914,0.01772309,0.00274035,72.63037186,73.20666393,72.30444345,72.19555655,-0.34964053,16.98269516,0.00000000
1672875334.85179114,-398.08056047,-243.19354249,20.04727503,0.01140876,-1.21425314,0.00951204,0.08573387,0.01675463,0.01189006,72.26446825,73.47105833,72.12564493,72.19340898,-0.34957958,16.92111424,0.00000000
1672875334.89179111,-397.79098348,-243.96341546,20.04282383,0.01194104,-1.21073077,0.00998765,0.08516218,0.01463462,0.00000000,72.50000000,73.53303808,72.16607716,72.23392437,-0.34977896,17.14008733,0.00000000
1672875334.93179107,-397.50478954,-244.70961234,20.05729915,0.01163264,-1.20644873,0.00998765,0.08662600,0.02039919,-0.01189006,72.36813892,73.59999847,72.19999695,72.16593027,-0.34974108,16.86809955,0.00000000
1672875334.97179103,-397.21346293,-245.46134208,20.05996685,0.00796850,-1.20126608,0.00951204,0.09038168,0.02167138,0.00000000,73.16717668,73.36718126,72.20307742,72.06871588,-0.34968059,16.57513557,0.00000000
1672875335.01179099,-396.92175356,-246.20689149,20.03897057,0.00808700,-1.19738010,0.00951204,0.09031141,0.01299597,-0.01189006,72.87083194,72.92291740,71.82291893,72.09062811,-0.34961380,16.97022308,0.00000000
1672875335.05179095,-396.70631871,-246.75184897,20.04702395,0.01187623,-1.19507474,0.00903644,0.08616386,0.01554698,0.00000000,72.66413045,72.80000305,72.66508152,72.63206572,-0.34955299,17.10955863,0.00000000
1672875335.09179091,-396.38690776,-247.55594111,20.05508482,0.01056661,-1.19101600,0.00903644,0.08701344,0.01874520,0.00000000,72.50000000,73.13810499,72.23989262,72.23631682,-0.34973581,16.92332733,0.00000000
1672875335.13179088,-396.07499281,-248.33440612,20.05924222,0.01271043,-1.18823167,0.00903644,0.08454053,0.01997938,-0.01189006,72.33299647,73.40101724,72.70102029,72.13197618,-0.34968572,16.88460905,0.00000000
1672875335.17179084,-395.76324408,-249.10525162,20.04911465,0.01354348,-1.18513531,0.00856084,0.08315986,0.01557025,-0.01833379,72.97121204,73.33268625,71.76341698,71.86341545,-0.34962143,17.02290353,0.00000000
1672875335.21179080,-395.46020311,-249.84411355,20.04043380,0.01330693,-1.18150961,0.00782749,0.08339920,0.01205409,0.00370751,72.57157282,73.59999847,72.20368250,72.03946434,-0.34956781,17.45401419,0.00000000
1672875335.25179076,-395.16307949,-250.55914836,20.05400480,0.01192899,-1.17748987,0.00797579,0.08462084,0.01762559,0.01462628,73.23401803,73.30000305,72.13094280,72.29692629,-0.34951519,17.19850716,0.00000000
1672875335.29179072,-394.84231575,-251.33150234,20.05439588,0.01317218,-1.17474842,0.00856084,0.08258686,0.01741555,0.00000000,72.87074070,72.85546123,72.06157504,72.30305643,-0.34968345,16.64773563,0.00000000
1672875335.33179069,-394.53171858,-252.07302412,20.05779460,0.01486346,-1.17221554,0.00856084,0.08021324,0.01846059,0.00000000,72.76413181,72.80000305,72.60285387,72.13492130,-0.34964267,17.15653489,0.00000000
1672875335.37179065,-394.21552473,-252.82170197,20.05525130,0.01439997,-1.16923781,0.00856084,0.07926799,0.01723792,-0.00642882,72.59999847,73.20493324,71.83113801,71.72949498,-0.34958666,17.00614961,0.00000000
1672875335.41179061,-393.90790521,-253.54160787,20.05285003,0.01347719,-1.16589506,0.00830369,0.07944127,0.01624577,0.01559511,72.46556464,73.50165380,72.59999847,72.60165227,-0.34953495,17.07893336,0.00000000
1672875335.45179057,-393.58838490,-254.28045599,20.07477757,0.01350258,-1.16259986,0.00892749,0.07942304,0.02497267,-0.00916629,72.97302416,73.40000153,72.53787282,72.67302626,-0.34948463,17.06839211,0.00000000
1672875335.49179053,-393.26393389,-255.02897419,20.06408191,0.01509383,-1.16009431,0.00856084,0.07746728,0.02024337,0.01189006,72.56940790,73.59999847,71.86118155,71.92647608,-0.34964731,16.73115701,0.00000000
1672875335.53179049,-392.96003574,-255.71880405,20.07539808,0.01363297,-1.15641029,0.00903644,0.07870598,0.02476827,0.00273673,73.26820519,73.33179849,72.76820519,72.83640823,-0.34961430,16.79845196,0.00000000
1672875335.57179046,-392.63080402,-256.46618030,20.08500078,0.01219181,-1.15326758,0.00914591,0.07837237,0.02836834,-0.00273673,73.09999847,73.02566092,72.50920327,72.14177013,-0.34955634,16.89479075,0.00000000
1672875335.61179042,-392.30404006,-257.19628606,20.06839988,0.01220266,-1.15002027,0.00903644,0.07829545,0.02141833,0.00915923,72.72949794,73.13114275,72.16228453,71.92785411,-0.34950754,16.90997337,0.00000000
1672875335.65179038,-391.98890502,-257.89446024,20.07748638,0.01274778,-1.14693586,0.00940281,0.07777148,0.02474262,-0.00369505,72.46556748,73.30494669,71.79669883,72.09999847,-0.34946049,16.84690480,0.00000000
1672875335.69179034,-391.64751014,-258.64184124,20.07898335,0.01311468,-1.14357134,0.00925501,0.07791866,0.02506147,0.00916786,72.39901456,73.30000305,72.16403473,72.63300231,-0.34961517,16.98833317,0.00000000
1672875335.73179030,-391.31455428,-259.36990522,20.08594823,0.01288644,-1.14052991,0.00962172,0.07716841,0.02742299,0.00914807,72.97345052,73.50000000,72.47054231,72.46763658,-0.34957981,16.76512738,0.00000000
1672875335.77179027,-390.97528710,-260.10036622,20.07741627,0.01266366,-1.13697118,0.00998765,0.07778977,0.02366884,0.02378011,72.53552264,73.69999695,72.37104588,72.19999695,-0.34953119,16.97314747,0.00000000
1672875335.81179023,-390.63623543,-260.82510836,20.07737073,0.01232340,-1.13348622,0.01093885,0.07811052,0.02330336,-0.01189006,73.33402334,73.46597720,72.06390825,72.29792800,-0.34948383,16.90870309,0.00000000
1672875335.85179019,-390.30357515,-261.51818351,20.08546723,0.00665572,-1.12747235,0.01046325,0.08458611,0.02690210,-0.00273582,73.00000000,73.05773097,72.40000153,72.57235391,-0.34943858,16.96691987,0.00000000
1672875335.89179015,-389.94870482,-262.25738909,20.08167043,0.00577930,-1.12344507,0.01035382,0.08544943,0.02509591,0.00273582,72.69070058,73.06150073,72.53849775,72.43540131,-0.34958648,16.99946911,0.00000000
1672875335.93179011,-389.59877889,-262.97822349,20.07916114,0.00592750,-1.11963154,0.01046325,0.08568812,0.02370487,-0.01189006,72.59999847,73.20456792,71.89847874,72.09543263,-0.34955845,16.80066385,0.00000000
1672875335.97179008,-389.24566299,-263.69893672,20.06789961,0.00399610,-1.11525676,0.00998765,0.08746208,0.01903658,0.00000000,72.36602188,72.96795830,71.86504653,71.63010222,-0.34951143,17.01782619,0.00000000
1672875336.01179004,-388.89002956,-264.41902292,20.07432283,0.00403839,-1.11151294,0.00998765,0.08739545,0.02137682,0.00000000,72.96896841,73.36601049,72.30197518,72.30098786,-0.34946413,17.28788846,0.00000000
1672875336.05179000,-388.63024722,-264.93746324,20.06713814,0.00891218,-1.10925487,0.00998765,0.08347910,0.01774303,-0.01462417,72.80000305,73.59999847,72.50563098,72.03746475,-0.34942856,17.33956020,0.00000000
1672875336.09178996,-388.24351896,-265.71486329,20.04396657,0.00733731,-1.10576060,0.00940268,0.08330828,0.00825783,0.00273412,73.36708433,73.33292025,71.82917700,71.96209267,-0.34955540,17.39270577,0.00000000
1672875336.13178992,-387.86795842,-266.46551967,20.07132494,0.00988185,-1.10365275,0.00951204,0.07963162,0.01877841,-0.00271270,72.86275499,72.92551456,72.59531068,72.86745041,-0.34951004,17.23189025,0.00000000
1672875336.17178988,-387.48412964,-267.21875122,20.07558387,0.00973706,-1.09998954,0.00940354,0.08053236,0.02043218,0.00271270,72.86405439,73.16503432,72.46601424,72.56503584,-0.34947087,17.07250146,0.00000000
1672875336.21178985,-387.11788606,-267.93196259,20.09075511,0.00889725,-1.09630975,0.00951204,0.08144447,0.02645108,0.00273512,72.50000000,73.36906476,72.56700830,72.66906530,-0.34943216,16.57429032,0.00000000
1672875336.25178981,-386.75837603,-268.61753601,20.09243908,0.00336347,-1.09049495,0.00962145,0.08764122,0.02765572,-0.00273512,72.53298953,73.26804088,72.33401995,72.19793971,-0.34939544,16.82976155,0.00000000
1672875336.29178977,-386.37749472,-269.34689668,20.10033454,0.00282881,-1.08703442,0.00951204,0.08737616,0.03059454,0.00915226,72.96905102,73.43299344,72.62992724,72.63197018,-0.34951521,16.69138696,0.00000000
1672875336.33178973,-385.99835852,-270.05816144,20.11180211,0.00447227,-1.08322260,0.00987813,0.08801617,0.03500227,-0.00915226,72.80000305,73.46976966,72.50000000,72.57443073,-0.34949278,16.44658095,0.00000000
1672875336.37178969,-385.61613310,-270.76668660,20.10459715,-0.00247543,-1.07688170,0.00951204,0.09529542,0.03276791,0.00915426,73.26697821,73.33302537,72.43395536,72.53302232,-0.34943660,16.61254847,0.00000000
1672875336.41178966,-385.23871112,-271.45956758,20.10397154,-0.00317394,-1.07236767,0.00987821,0.09682384,0.03241309,-0.00915426,72.75961032,73.69999695,72.02345866,72.15961184,-0.34939948,16.65837618,0.00000000
1672875336.45178962,-384.85263066,-272.16428583,20.08343474,-0.00286537,-1.06844131,0.00951204,0.09644032,0.02377049,-0.02378011,72.83095395,73.13197420,71.83197115,71.82993424,-0.34936564,16.98184512,0.00000000
1672875336.49178958,-384.45948263,-272.87855978,20.08875280,0.00003954,-1.06554802,0.00856084,0.09338944,0.02524798,-0.01189006,72.56779715,73.27798028,72.72880624,72.90678805,-0.34949201,17.21282450,0.00000000
1672875336.53178954,-384.09311603,-273.53454019,20.09889749,0.00288549,-1.06225221,0.00808524,0.09147725,0.02871926,0.00000000,72.29563502,73.10436130,72.41308759,72.34496766,-0.34947674,16.90663686,0.00000000
1672875336.57178950,-383.69072056,-274.25665353,20.07957616,0.00574193,-1.05986358,0.00808524,0.08726605,0.02002189,-0.00269179,72.96889612,73.33301710,71.89712991,72.16411640,-0.34943683,16.89224931,0.00000000
1672875336.61178946,-383.29792311,-274.95217370,20.08400510,0.00626072,-1.05626676,0.00797757,0.08666911,0.02139817,-0.00001686,72.80000305,73.60207543,72.46597572,72.39896435,-0.34939494,16.93799020,0.00000000
1672875336.65178943,-382.93874651,-275.58427260,20.08030643,0.00991130,-1.05383718,0.00797689,0.08310429,0.01911362,-0.00644631,73.33417072,73.30000305,72.06582830,72.56708433,-0.34935982,17.07660170,0.00000000
1672875336.69178939,-382.52511220,-276.31204109,20.09142445,0.00869564,-1.05052358,0.00771904,0.08217382,0.02316609,0.01462368,72.79786240,73.69999695,72.70320285,72.33511298,-0.34946038,16.99109704,0.00000000
1672875336.73178935,-382.12290172,-277.01115302,20.07982148,0.01049282,-1.04783204,0.00830399,0.07980808,0.01791076,-0.00546872,72.96395715,73.09797042,72.16395921,72.26700614,-0.34943429,16.90860619,0.00000000
1672875336.77178931,-381.71341445,-277.72097979,20.07577162,0.00919273,-1.04461170,0.00808524,0.07916117,0.01600245,0.00000000,72.63101889,72.69999695,72.36898111,72.16897653,-0.34939269,17.26073598,0.00000000
1672875336.81178927,-381.32426608,-278.38991242,20.08591602,0.01225569,-1.04256033,0.00808524,0.07546359,0.01954745,-0.00273689,72.50000000,73.22365299,72.49460473,72.59640417,-0.34935463,17.21169447,0.00000000
1672875336.85178924,-380.91749952,-279.08191321,20.06849933,0.01178548,-1.03926776,0.00797576,0.07579771,0.01247590,0.00273689,73.13916516,73.50000000,72.12823148,72.50000000,-0.34932815,17.13441744,0.00000000
