# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa)
1692117223.90377283,-12.30739738,-135.36582332,8.70349757,-0.01028183,-3.06926918,-0.00232478,-0.00357808,0.04578113,0.01452987,31.60000038,31.50000000,31.79999924,31.89999962,-0.37098329,10.08201396,0.00000000
1692117223.94377279,-12.64868859,-135.39009772,8.70693405,-0.00422338,-3.06945615,-0.00174358,-0.00373409,0.04217791,0.00000000,31.70000076,32.09999847,31.39999962,31.60000038,-0.40193941,10.13930582,0.00000000
1692117223.98377275,-13.00076096,-135.41435212,8.69323085,-0.00098825,-3.07133092,-0.00174358,-0.00782285,0.03382614,0.00000000,32.09999847,31.89999962,31.54686282,31.60000038,-0.32812373,10.14604169,0.00000000
1692117224.02377272,-13.35183739,-135.43915044,8.68586823,-0.00051260,-3.07164245,-0.00174358,-0.00781654,0.03328712,0.00000000,31.70000076,32.00000000,31.70000076,31.84108813,-0.39869989,10.10983009,0.00000000
1692117224.06377268,-13.62212004,-135.45971555,8.67392458,0.01325734,-3.07189426,-0.00174358,-0.00764494,0.03492133,0.00470553,32.00000000,32.00000000,31.89999962,31.93605149,-0.32331017,10.07700212,0.00000000
1692117224.10377264,-13.97597916,-135.48449572,8.68508099,-0.00682290,-3.07190493,-0.00155536,-0.00692012,0.04209134,-0.00470553,31.89999962,31.60000038,31.89999962,32.02054335,-0.35888518,10.08362092,0.00000000
1692117224.14377260,-14.33752499,-135.50964093,8.71467494,-0.00376270,-3.06981139,-0.00174358,-0.00172827,0.04455908,0.00000000,31.79999924,32.09999847,31.60000038,31.79999924,-0.33030686,10.13001194,0.00000000
1692117224.18377256,-14.70778847,-135.53601353,8.72515128,-0.01506070,-3.06996174,-0.00174358,-0.00191314,0.03845959,-0.00948797,32.09999847,31.89999962,31.50000000,31.70000076,-0.32936589,10.17105886,0.00000000
1692117224.22377253,-15.06125196,-135.56079697,8.70401091,-0.00630389,-3.07105074,-0.00212310,-0.00441584,0.03299778,-0.00504190,31.70000076,31.79999924,31.61662652,31.60000038,-0.34709290,10.15470868,0.00000000
1692117224.26377249,-15.41873791,-135.58628615,8.69235574,0.00326029,-3.07121098,-0.00232478,-0.00434225,0.03480149,0.02905973,31.79999924,32.09999847,31.82653837,31.70000076,-0.34694401,10.10896368,0.00000000
1692117224.30377245,-15.77057384,-135.61110313,8.69488549,0.00773696,-3.07136583,-0.00116239,-0.00426292,0.03991528,-0.01452987,31.89999962,32.00000000,32.05291613,32.14125185,-0.33426520,10.08835417,0.00000000
1692117224.34377241,-16.11670212,-135.63577847,8.69211369,0.00138173,-3.07149954,-0.00174358,-0.00413279,0.04539413,0.00000000,31.60000038,32.09999847,31.89999962,31.92045502,-0.36132243,10.11896783,0.00000000
1692117224.38377237,-16.47452755,-135.66037289,8.70606625,0.00627343,-3.07145536,-0.00174358,-0.00360173,0.04281190,0.00465206,32.20000076,32.20000076,31.50000000,31.67352144,-0.33666117,10.17070405,0.00000000
1692117224.42377234,-16.81704440,-135.68510783,8.72441351,-0.01503576,-3.07108110,-0.00155750,-0.00229894,0.03591316,0.00987780,32.09999847,31.89999962,31.50000000,31.70000076,-0.31558110,10.18601406,0.00000000
1692117224.46377230,-17.16989826,-135.71043308,8.72516901,-0.00331245,-3.07115808,-0.00116239,-0.00224071,0.03432028,-0.00873882,31.79999924,32.00000000,31.79999924,31.50000000,-0.35158126,10.15753786,0.00000000
1692117224.50377226,-17.51990305,-135.73503911,8.70698153,0.01045509,-3.07123735,-0.00151194,-0.00219725,0.03687960,-0.00579105,32.09999847,32.00000000,32.00000000,31.60000038,-0.32054181,10.12787018,0.00000000
1692117224.54377222,-17.84973528,-135.75803328,8.69864364,0.01222121,-3.07131125,-0.00174358,-0.00214329,0.04093068,0.01452987,31.70000076,31.70000076,31.95293165,32.06766992,-0.35226956,10.12188491,0.00000000
1692117224.58377218,-18.21079726,-135.78348551,8.72037372,0.00355307,-3.07189559,-0.00116239,-0.00327311,0.04417808,0.00000000,31.79999924,32.20000076,31.70000076,31.87350607,-0.35244796,10.16353941,0.00000000
1692117224.62377214,-18.55920109,-135.80827310,8.71902833,-0.00082864,-3.07190485,-0.00116239,-0.00295694,0.03794638,0.00000000,32.09999847,31.89999962,31.50000000,31.69383535,-0.34081980,10.20113940,0.00000000
1692117224.66377211,-18.91452314,-135.83268427,8.72669608,-0.00305762,-3.07190167,-0.00116239,-0.00262362,0.03408025,0.00000000,31.79999924,32.09999847,31.50000000,31.70000076,-0.35894562,10.18668945,0.00000000
1692117224.70377207,-19.26605176,-135.85719259,8.73983176,0.00726854,-3.07200074,-0.00116239,-0.00259380,0.03486659,0.00000000,32.09999847,32.09999847,31.97353401,31.70000076,-0.32217008,10.14507106,0.00000000
1692117224.74377203,-19.61207362,-135.88148672,8.73010271,0.00944508,-3.07209207,-0.00116239,-0.00254455,0.04127370,0.00000000,32.00000000,31.70000076,32.12654242,31.60000038,-0.30481541,10.11927718,0.00000000
1692117224.78377199,-19.96947696,-135.90630386,8.71460434,0.01194996,-3.07278907,-0.00116239,-0.00398593,0.04531981,0.00976183,31.84706913,32.20000076,32.02646499,32.02060248,-0.33662171,10.14433389,0.00000000
1692117224.82377195,-20.31326105,-135.93035164,8.72288305,0.00221209,-3.07216161,-0.00077192,-0.00193272,0.04481090,-0.00976183,32.20000076,32.00000000,31.60000038,31.79999924,-0.30334249,10.18326205,0.00000000
1692117224.86377192,-20.66437516,-135.95476601,8.73963924,-0.01390812,-3.07223062,-0.00116239,-0.00189307,0.03885631,0.00000000,31.79999924,32.11485433,31.50000000,31.77161763,-0.31226790,10.19684156,0.00000000
1692117224.90377188,-21.01639808,-135.97916813,8.73739315,0.00073993,-3.07226216,-0.00116239,-0.00176189,0.03771879,0.00200528,31.89999962,32.20000076,31.89999962,31.70000076,-0.32489236,10.16964542,0.00000000
1692117224.94377184,-21.36282205,-136.00327188,8.74068371,0.00533208,-3.07201286,-0.00108218,-0.00097593,0.04048983,0.01252458,32.09999847,32.00567156,32.03144190,31.70000076,-0.31157267,10.12506506,0.00000000
1692117224.98377180,-21.71624393,-136.02728039,8.74269112,0.01312329,-3.07205576,-0.00058119,-0.00097846,0.04749007,-0.01452987,31.79999924,32.20000076,32.15333392,32.16666113,-0.33710669,10.11503889,0.00000000
1692117225.02377176,-22.07154007,-136.05191928,8.74160488,0.02070232,-3.07209324,-0.00116239,-0.00097249,0.05228412,0.01452987,32.20000076,32.05330658,31.90661239,31.97334671,-0.29833589,10.15961245,0.00000000
1692117225.06377172,-22.33174815,-136.07075207,8.74229903,0.00900090,-3.07210429,-0.00058119,-0.00091021,0.04425337,0.01452987,32.20000076,32.00000000,31.60000038,31.81643412,-0.32178084,10.20565470,0.00000000
1692117225.10377169,-22.68681163,-136.09534030,8.75055452,0.01736907,-3.07204350,0.00000000,-0.00069183,0.03934539,0.00000000,32.00000000,32.20000076,31.60000038,31.83926898,-0.30089532,10.20358693,0.00000000
1692117225.14377165,-23.05647477,-136.12082332,8.74837048,0.01715990,-3.07119786,0.00000000,0.00114507,0.03865446,0.00000000,32.20000076,32.20000076,31.89999962,31.79999924,-0.28080764,10.16661310,0.00000000
1692117225.18377161,-23.43403134,-136.14656417,8.75630781,0.02004268,-3.07205221,0.00000000,-0.00087041,0.04304451,0.00000000,31.79999924,32.09399120,32.15300325,31.79999924,-0.23587819,10.12646267,0.00000000
1692117225.22377157,-23.79322803,-136.17187203,8.75886798,0.01520466,-3.07196912,0.00000000,-0.00058651,0.04928908,0.00000000,31.89999962,32.29999924,32.15292162,32.21477102,-0.26080070,10.12823928,0.00000000
1692117225.26377153,-24.15390248,-136.19799368,8.75525067,0.00187637,-3.07198018,0.00000000,-0.00055633,0.05226059,-0.01452987,32.20000076,32.00000000,31.80631371,31.89999962,-0.25695797,10.17345772,0.00000000
1692117225.30377150,-24.50677641,-136.22257654,8.74899299,-0.00392266,-3.07199606,-0.00058119,-0.00053105,0.04524557,0.00000000,31.89999962,32.29999924,31.60000038,31.87340080,-0.31439894,10.21344075,0.00000000
1692117225.34377146,-24.85294453,-136.24720146,8.75040496,0.01637430,-3.07199087,-0.00058119,-0.00044691,0.03998832,0.00000000,32.29999924,32.22668605,31.79999924,31.70000076,-0.29780504,10.19952764,0.00000000
1692117225.38377142,-25.20960314,-136.27175777,8.76624540,0.01442746,-3.07200724,-0.00058119,-0.00041157,0.03978636,0.00000000,32.20000076,31.79999924,32.09999847,31.79999924,-0.28277290,10.15845466,0.00000000
1692117225.42377138,-25.55837825,-136.29612980,8.76729333,0.01547252,-3.07294459,-0.00058119,-0.00262511,0.04598165,0.01452987,31.89999962,32.29999924,32.18509342,31.89999962,-0.29102619,10.13017855,0.00000000
1692117225.46377134,-25.90968733,-136.32224149,8.77020019,0.00477775,-3.07299549,0.00000000,-0.00242171,0.04961325,-0.01452987,32.29999924,32.09999847,32.07940862,32.22059062,-0.25616166,10.15796349,0.00000000
1692117225.50377131,-26.26430854,-136.34670126,8.76007914,0.00064087,-3.07305638,-0.00058119,-0.00227152,0.04771404,0.00000000,31.89999962,32.21771126,31.85485824,31.84514114,-0.34182131,10.19675250,0.00000000
1692117225.54377127,-26.59397558,-136.37094756,8.76403838,0.01985098,-3.07303586,-0.00058119,-0.00190708,0.04151536,0.00000000,32.00000000,32.29999924,31.60000038,31.87945289,-0.28737968,10.21578467,0.00000000
1692117225.58377123,-26.95904690,-136.39598197,8.76521508,0.01268058,-3.07043827,-0.00058119,0.00430584,0.03836296,0.00000000,32.20000076,32.00623356,31.89999962,31.70000076,-0.31968735,10.18071970,0.00000000
1692117225.62377119,-27.30870233,-136.42139731,8.78118620,0.00344318,-3.07064644,-0.00058119,0.00339819,0.04212090,0.01452987,31.89999962,32.40000153,32.22646246,32.09999847,-0.31998473,10.14168234,0.00000000
1692117225.66377115,-27.66599103,-136.44747056,8.78401208,0.00116092,-3.07049375,0.00000000,0.00345478,0.04699928,0.00000000,32.29999924,32.15322636,32.22661420,32.29354575,-0.35822959,10.13569472,0.00000000
1692117225.70377111,-28.02098344,-136.47270704,8.77453263,0.00297679,-3.07035079,0.00000000,0.00347396,0.05002359,0.00000000,32.08011171,32.00000000,31.98011184,32.04659084,-0.35765626,10.17364116,0.00000000
1692117225.74377108,-28.36766553,-136.49724906,8.77773360,0.01596416,-3.07021463,0.00000000,0.00346647,0.04529953,-0.02905973,32.09999847,32.37345416,31.60000038,31.92654647,-0.36763581,10.21437854,0.00000000
1692117225.78377104,-28.72551608,-136.52198524,8.77621098,0.01112575,-3.07181451,-0.00116239,-0.00051235,0.03851409,0.00000000,32.25312044,32.29999924,31.89999962,31.70000076,-0.33234136,10.20255128,0.00000000
1692117225.82377100,-29.07326526,-136.54643939,8.78052851,-0.01136927,-3.07284829,-0.00116239,-0.00293480,0.03945188,0.00000000,31.89999962,32.24369592,32.20000076,31.79999924,-0.40065536,10.15706362,0.00000000
1692117225.86377096,-29.42818348,-136.57177265,8.79473779,0.00223612,-3.07293670,-0.00116239,-0.00281689,0.04622836,0.00000000,32.29305922,32.40000153,32.18020572,31.89999962,-0.38391923,10.13572173,0.00000000
1692117225.90377092,-29.78364517,-136.59645720,8.79349883,0.00738096,-3.07302415,-0.00116239,-0.00271211,0.04853500,0.00000000,32.29999924,32.02648729,32.10595120,32.22053635,-0.37037269,10.16299263,0.00000000
1692117225.94377089,-30.12909280,-136.62102032,8.77466472,0.01746898,-3.07307894,-0.00116239,-0.00253256,0.04619905,0.00000000,32.07347319,32.29999924,31.79999924,32.04694739,-0.38995878,10.18740681,0.00000000
1692117225.98377085,-30.48507629,-136.64522906,8.78691394,0.01742016,-3.07230510,-0.00116239,-0.00048199,0.04249750,0.00000000,32.40000153,32.33176367,31.79999924,31.96352666,-0.36724147,10.19782203,0.00000000
1692117226.02377081,-30.84015662,-136.67000347,8.78751901,0.00828978,-3.07231832,-0.00116239,-0.00045732,0.04087872,0.00490511,32.00593485,32.00000000,32.00000000,31.79999924,-0.36233841,10.17290403,0.00000000
1692117226.06377077,-31.11397323,-136.68839188,8.79938124,0.00045698,-3.07231923,-0.00096618,-0.00038074,0.04226015,-0.00490511,32.09999847,32.40000153,32.25298728,32.00000000,-0.39025214,10.14707126,0.00000000
1692117226.10377073,-31.47184203,-136.71333280,8.79876427,0.01261874,-3.07223372,-0.00116239,-0.00013948,0.04612856,0.00000000,32.40000153,32.20000076,32.22649256,32.22052284,-0.33817495,10.13797246,0.00000000
1692117226.14377069,-31.84162327,-136.73929448,8.79441296,0.00676358,-3.07142373,-0.00116239,0.00161412,0.04927596,0.00000000,32.00000000,32.40000153,32.07939852,32.09999847,-0.37852562,10.16816013,0.00000000
1692117226.18377066,-32.21661745,-136.76555317,8.78968032,0.01920046,-3.06998527,-0.00116239,0.00469058,0.04597256,0.00000000,32.24911405,32.40000153,31.70000076,32.00058967,-0.32986208,10.19890595,0.00000000
1692117226.22377062,-32.55897993,-136.78900744,8.78973347,0.01103027,-3.06984478,-0.00116239,0.00450607,0.03987027,0.01452987,32.29999924,32.00000000,32.00000000,31.79999924,-0.31469357,10.19423125,0.00000000
1692117226.26377058,-32.92357786,-136.81461513,8.81175785,-0.00661732,-3.06972442,-0.00058119,0.00428173,0.03966049,0.00986514,32.06657291,32.50000000,32.20000076,31.89999962,-0.37909622,10.15898604,0.00000000
1692117226.30377054,-33.27975884,-136.84013179,8.81411492,-0.00136305,-3.06981840,-0.00018659,0.00356798,0.04463137,0.00466473,32.50000000,32.20000076,32.25306054,31.89999962,-0.38669244,10.13185750,0.00000000
1692117226.34377050,-33.63289494,-136.86511919,8.79974221,0.01550560,-3.07156260,0.00000000,-0.00073354,0.04760111,-0.02429383,32.17938181,32.09999847,32.20584224,32.32061819,-0.37260664,10.14235358,0.00000000
1692117226.38377047,-33.99702067,-136.88988971,8.80017472,0.03045968,-3.07190900,-0.00097175,-0.00149699,0.04792893,0.00031807,32.09999847,32.40000153,32.00000000,32.17331815,-0.35993014,10.16744578,0.00000000
1692117226.42377043,-34.34674167,-136.91416898,8.81104132,0.02537858,-3.07266435,-0.00095903,-0.00326147,0.04367355,-0.00508397,32.42725254,32.40000153,31.79999924,32.09999847,-0.28642102,10.18690146,0.00000000
1692117226.46377039,-34.70418940,-136.94027977,8.81756880,0.00403885,-3.07277441,-0.00116239,-0.00319493,0.04043826,0.00000000,32.00000000,32.50000000,32.00000000,32.00000000,-0.32581516,10.16321935,0.00000000
1692117226.50377035,-35.05784517,-136.96481086,8.81387017,0.00635480,-3.07288871,-0.00116239,-0.00313500,0.04380129,0.00000000,32.42061094,32.35292561,32.25292714,32.20000076,-0.31072576,10.12922438,0.00000000
1692117226.54377031,-35.38915550,-136.98784384,8.81661618,0.00986767,-3.07298047,-0.00116239,-0.00301012,0.04671148,0.00000000,32.40000153,32.09999847,32.35303922,32.32044104,-0.30460706,10.12340322,0.00000000
1692117226.58377028,-35.75582659,-137.01275523,8.80981524,0.00732754,-3.07204495,-0.00116239,-0.00049046,0.04894337,0.00000000,32.09999847,32.40000153,32.15338544,32.17330677,-0.33559022,10.14478962,0.00000000
1692117226.62377024,-36.10838838,-137.03752279,8.80723519,0.00718467,-3.07320696,-0.00116239,-0.00327251,0.04606450,0.00000000,32.50000000,32.40000153,31.79999924,32.12658094,-0.35175262,10.17112249,0.00000000
1692117226.66377020,-36.46703855,-137.06193156,8.82876456,0.01067209,-3.07331995,-0.00116239,-0.00317748,0.04197092,0.00000000,32.18223486,32.46293922,32.09999847,31.89999962,-0.33870199,10.16571428,0.00000000
1692117226.70377016,-36.82275998,-137.08635731,8.83757216,0.00907549,-3.07342098,-0.00116239,-0.00306858,0.04190659,0.00000000,32.20000076,32.50000000,32.29999924,32.00000000,-0.34405673,10.13046081,0.00000000
1692117226.74377012,-37.17286311,-137.11018370,8.82538563,0.01742306,-3.07350637,-0.00116239,-0.00292688,0.04650333,0.01452987,32.50000000,32.15292919,32.27939634,32.36767371,-0.31858607,10.10343995,0.00000000
1692117226.78377008,-37.53406184,-137.13482903,8.81458702,0.00558232,-3.07377795,-0.00058119,-0.00323501,0.04947517,0.00463500,32.09999847,32.40000153,32.20660736,32.39339111,-0.36030094,10.11653724,0.00000000
1692117226.82377005,-37.88238785,-137.15923595,8.82653769,0.00999374,-3.07272295,-0.00039579,-0.00032848,0.04904220,-0.01916487,32.50000000,32.50000000,32.00000000,32.24664098,-0.34339013,10.14671268,0.00000000
1692117226.86377001,-38.23238622,-137.18359767,8.83914644,0.00734803,-3.07272582,-0.00116239,-0.00028611,0.04342970,0.00000000,32.40000153,32.09999847,32.00000000,32.00000000,-0.33989259,10.16329221,0.00000000
1692117226.90376997,-38.58833472,-137.20818711,8.83623264,0.01514124,-3.07272917,-0.00116239,-0.00025258,0.04068384,0.00000000,32.20000076,32.59999847,32.24703836,31.89999962,-0.33359878,10.12912338,0.00000000
1692117226.94376993,-38.94029937,-137.23244600,8.83382793,0.00841461,-3.07272875,-0.00116239,-0.00021336,0.04521182,0.00000000,32.59999847,32.29999924,32.35292042,32.32646033,-0.29548049,10.09138579,0.00000000
1692117226.98376989,-39.30154443,-137.25832305,8.82485882,0.00915422,-3.07151784,-0.00116239,0.00257585,0.04867545,0.00000000,32.09999847,32.37733048,32.48178017,32.43643963,-0.35172291,10.09123264,0.00000000
1692117227.02376986,-39.65967840,-137.28343317,8.82475603,0.00869241,-3.07141973,-0.00116239,0.00255539,0.04964832,0.00000000,32.49359585,32.50000000,32.09999847,32.24679742,-0.32292452,10.11842151,0.00000000
1692117227.06376982,-39.92408494,-137.30231485,8.84670466,0.01075047,-3.07134496,-0.00116239,0.00243927,0.04476565,0.00479963,32.50000000,32.27964639,31.79999924,32.20000076,-0.31745759,10.14990143,0.00000000
1692117227.10376978,-40.28285030,-137.32752987,8.85315345,0.00591781,-3.07145072,-0.00097040,0.00193574,0.04028271,0.00490123,32.24663176,32.59999847,32.02668323,32.00000000,-0.32921662,10.13068106,0.00000000
1692117227.14376974,-40.65648869,-137.35335993,8.83510898,0.01519634,-3.07286831,-0.00077435,-0.00131813,0.04179341,0.00482900,32.59999847,32.40000153,32.35301407,32.42047825,-0.30130912,10.09677553,0.00000000
1692117227.18376970,-41.03600713,-137.37933809,8.82473854,0.01028979,-3.07306159,-0.00058119,-0.00163190,0.04511668,0.00000000,32.30607008,32.20000076,32.45303568,32.36741260,-0.32161771,10.07676941,0.00000000
1692117227.22376966,-41.39783917,-137.40490957,8.83593459,0.01131157,-3.07213810,-0.00058119,0.00082752,0.04759563,0.00000000,32.20000076,32.50000000,32.20000076,32.42013831,-0.31509543,10.08837303,0.00000000
1692117227.26376963,-41.75669269,-137.42972148,8.85520049,0.01218660,-3.07211165,-0.00058119,0.00080080,0.04731078,0.00450009,32.50000000,32.50000000,32.09999847,32.29999924,-0.26022432,10.10966359,0.00000000
1692117227.30376959,-42.11346676,-137.45460842,8.86011027,-0.00184652,-3.07208314,-0.00040119,0.00078573,0.04295478,-0.00450009,32.20000076,32.70000076,32.21998407,32.20000076,-0.30991956,10.12412878,0.00000000
1692117227.34376955,-42.46597685,-137.47924515,8.84816591,0.02733377,-3.07205330,-0.00058119,0.00077794,0.04005730,0.00000000,32.51537807,32.48462193,32.24358527,32.00000000,-0.26259123,10.09874101,0.00000000
1692117227.38376951,-42.82959350,-137.50461685,8.83213009,0.00156750,-3.07284244,-0.00058119,-0.00114092,0.04312815,0.00000000,32.59999847,32.29999924,32.38089311,32.37303622,-0.31260905,10.07469094,0.00000000
1692117227.42376947,-43.18039712,-137.52847482,8.83364763,0.01795084,-3.07309522,-0.00058119,-0.00162483,0.04462998,0.00000000,32.27344833,32.50000000,32.40000153,32.42034626,-0.28192012,10.06428530,0.00000000
1692117227.46376944,-43.53926954,-137.55445054,8.87378408,0.00449984,-3.07313274,-0.00058119,-0.00152897,0.04651449,0.00516718,32.59999847,32.50000000,32.29999924,32.40000153,-0.24954266,10.08233831,0.00000000
1692117227.50376940,-43.89427748,-137.57901336,8.87358041,0.00257844,-3.07317585,-0.00037451,-0.00145510,0.04332078,0.00936269,32.28442030,32.53116062,32.11558069,32.20000076,-0.28876922,10.10784961,0.00000000
1692117227.54376936,-44.22630277,-137.60233234,8.84788851,0.01885820,-3.07319506,0.00000000,-0.00132493,0.03840863,-0.00965255,32.29999924,32.70000076,32.17349927,32.00000000,-0.27877022,10.10208273,0.00000000
1692117227.58376932,-44.59493976,-137.62751610,8.84521325,0.01568399,-3.07135606,-0.00038610,0.00304515,0.03761646,0.00498150,32.62650430,32.35300988,32.32650506,32.46747237,-0.28029954,10.06824374,0.00000000
1692117227.62376928,-44.94543849,-137.65256239,8.84960997,0.00822946,-3.07178564,-0.00018684,0.00169123,0.04177407,0.00467105,32.20000076,32.50000000,32.40000153,32.44699315,-0.29430402,10.04384007,0.00000000
1692117227.66376925,-45.30729345,-137.67717132,8.86710561,0.00904984,-3.07172987,0.00000000,0.00165755,0.04466263,-0.01452987,32.59999847,32.57353313,32.20000076,32.50000000,-0.27554075,10.05021030,0.00000000
1692117227.70376921,-45.66533950,-137.70230740,8.87306863,0.01026182,-3.07164236,-0.00058119,0.00170240,0.04478049,0.00000000,32.50000000,32.20000076,32.09999847,32.50000000,-0.25323467,10.07926156,0.00000000
1692117227.74376917,-46.01779592,-137.72732838,8.85455793,0.01781007,-3.07134442,-0.00058119,0.00222225,0.03912033,0.00000000,32.40000153,32.70000076,32.24700905,32.00000000,-0.29627404,10.09547160,0.00000000
1692117227.78376913,-46.37897852,-137.75274559,8.83920502,0.01934389,-3.07158073,-0.00058119,0.00140476,0.03452867,0.00586076,32.70000076,32.50000000,32.27347176,32.34083260,-0.24845972,10.06465685,0.00000000
1692117227.82376909,-46.72917378,-137.77730561,8.84826979,-0.00216269,-3.07153460,-0.00034676,0.00135794,0.03918962,-0.00586076,32.29999924,32.49635971,32.40000153,32.50000000,-0.35050926,10.02946582,0.00000000
1692117227.86376905,-47.08743279,-137.80192567,8.87491472,0.00852323,-3.07150451,-0.00058119,0.00127617,0.04267908,0.00648389,32.47499216,32.59999847,32.29999924,32.50000000,-0.28722676,10.02521686,0.00000000
1692117227.90376902,-47.44522126,-137.82709514,8.86090446,0.01004856,-3.07146928,-0.00032184,0.00121863,0.04320323,-0.00648389,32.50000000,32.30607042,32.29999924,32.40000153,-0.32800191,10.05244711,0.00000000
1692117227.94376898,-47.79446061,-137.85165539,8.84597092,0.03244418,-3.07144188,-0.00058119,0.00114844,0.03893816,0.00000000,32.27238068,32.70000076,32.21714251,32.20000076,-0.29155684,10.07375410,0.00000000
1692117227.98376894,-48.15292593,-137.87634567,8.85144131,0.01699433,-3.07260190,-0.00058119,-0.00150707,0.03484703,0.00488509,32.70000076,32.50000000,32.12651826,32.32044318,-0.30235689,10.05797793,0.00000000
1692117228.02376890,-48.50037730,-137.90059632,8.85383612,0.00406959,-3.07265408,-0.00038579,-0.00148037,0.03494605,-0.00488509,32.30606055,32.29999924,32.29999924,32.59393997,-0.32479066,10.02217618,0.00000000
1692117228.06376886,-48.79601295,-137.92195994,8.86850906,0.00700350,-3.07266031,-0.00058119,-0.00132701,0.03957750,0.00000000,32.29999924,32.59999847,32.40000153,32.59999847,-0.31853408,10.00247814,0.00000000
1692117228.10376883,-49.15612233,-137.94694060,8.86787028,0.01945106,-3.07257891,-0.00058119,-0.00099718,0.04044144,0.00969519,32.52649129,32.30596693,32.39403283,32.50000000,-0.28625519,10.03090143,0.00000000
1692117228.14376879,-49.52509274,-137.97226611,8.84552352,0.02538894,-3.07157844,-0.00019339,0.00122273,0.03796628,-0.00969519,32.20000076,32.70000076,32.17291203,32.20000076,-0.32339923,10.05676909,0.00000000
1692117228.18376875,-49.90016336,-137.99783052,8.84399965,0.02696372,-3.07221139,-0.00058119,-0.00028449,0.03225853,0.00984113,32.59347805,32.55326136,32.27336907,32.32010898,-0.27374913,10.04964576,0.00000000
1692117228.22376871,-50.25829759,-138.02300915,8.86391927,0.00024365,-3.07236152,-0.00018755,-0.00060258,0.03218717,-0.00984113,32.59999847,32.29999924,32.40000153,32.49382642,-0.30194195,10.00779705,0.00000000
1692117228.26376867,-50.61964111,-138.04835484,8.87191459,0.00655188,-3.07237181,-0.00058119,-0.00053802,0.03784763,0.00974949,32.27337839,32.52662084,32.40000153,32.50000000,-0.31696633,9.98775603,0.00000000
1692117228.30376863,-50.97812679,-138.07332545,8.85192183,0.02447667,-3.07237899,-0.00019122,-0.00047530,0.03959738,-0.00974949,32.59999847,32.59999847,32.37348694,32.50000000,-0.28595916,10.01157728,0.00000000
1692117228.34376860,-51.32892926,-138.09778501,8.84935899,0.01834923,-3.07237401,-0.00058119,-0.00038397,0.03694312,-0.00496915,32.30622628,32.56721810,32.20000076,32.29999924,-0.33239451,10.04440109,0.00000000
1692117228.38376856,-51.69181287,-138.12237888,8.85252270,0.01905223,-3.07330783,-0.00077996,-0.00249920,0.02998313,-0.00457738,32.29999924,32.70000076,32.21732484,32.20000076,-0.32210310,10.04435407,0.00000000
1692117228.42376852,-52.04080291,-138.14668250,8.85621350,0.01393821,-3.07324265,-0.00096306,-0.00204156,0.02819175,-0.00037778,32.62673167,32.32673243,32.29999924,32.41980247,-0.29822752,9.99554704,0.00000000
1692117228.46376848,-52.40146399,-138.17188953,8.86615859,0.00459303,-3.07329878,-0.00097817,-0.00192749,0.03532916,0.00992431,32.20000076,32.59999847,32.40000153,32.79999924,-0.33839167,9.96638951,0.00000000
1692117228.50376844,-52.76086809,-138.19664753,8.85464281,0.03332010,-3.07334963,-0.00058119,-0.00181710,0.03764855,0.00000000,32.49009590,32.53663372,32.36336640,32.59999847,-0.29966632,9.98943026,0.00000000
1692117228.54376841,-53.08405816,-138.21956120,8.84085061,0.01701110,-3.07336264,-0.00058119,-0.00161971,0.03368802,0.00000000,32.50000000,32.20000076,32.23913006,32.40000153,-0.31647153,10.02712149,0.00000000
1692117228.58376837,-53.45252919,-138.24483667,8.84533548,0.01606950,-3.07248192,-0.00058119,0.00059483,0.02930435,-0.00950935,32.29999924,32.70000076,32.14696104,32.15303819,-0.31856185,10.03160244,0.00000000
1692117228.62376833,-53.80135706,-138.26916465,8.86315551,0.00555353,-3.07224239,-0.00096157,0.00113780,0.02529265,-0.00502052,32.70000076,32.40000153,32.29999924,32.42017786,-0.28636910,9.99742252,0.00000000
1692117228.66376829,-54.16470407,-138.29489333,8.85407019,0.00689376,-3.07218882,-0.00116239,0.00116383,0.03032956,0.00000000,32.20000076,32.59999847,32.50000000,32.70000076,-0.31959075,9.96113549,0.00000000
1692117228.70376825,-54.52343493,-138.31991451,8.83847102,0.01942224,-3.07214023,-0.00116239,0.00116892,0.03370924,0.00000000,32.29999924,32.59999847,32.50000000,32.50000000,-0.32948591,9.96932187,0.00000000
1692117228.74376822,-54.87712958,-138.34439153,8.84754334,0.02155991,-3.07208194,-0.00116239,0.00118837,0.03286166,0.00951675,32.50000000,32.20000076,32.20000076,32.50000000,-0.29738325,10.00628301,0.00000000
1692117228.78376818,-55.23702955,-138.36949465,8.84761636,0.00502554,-3.07183063,-0.00078172,0.00166879,0.02762904,-0.00951675,32.27346572,32.70000076,32.09999847,32.15306652,-0.34444881,10.03045719,0.00000000
1692117228.82376814,-55.58532554,-138.39370723,8.85004028,0.00765170,-3.07247669,-0.00116239,-0.00020865,0.02148551,0.00000000,32.70000076,32.40000153,32.29999924,32.24672253,-0.32093750,10.00253696,0.00000000
